state,county,auction_source,auction_source_status,appraisal_district_source,appraisal_district_source_status,gis_source,gis_source_status,recorded_document_source,public_record_request_source,comptroller_directory_url,appraisal_district_name,appraisal_district_url,tax_assessor_collector_name,tax_assessor_collector_url,appraisal_district_verification_status,acquisition_method
TX,Grayson,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/grayson.php,Grayson County Appraisal District,www.graysonappraisal.org,Bruce Stidham,www.co.grayson.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Gregg,RealAuction/RealForeclose (tx_realauction) - see data/tx_realauction_counties.csv,"APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/gregg.php,Gregg County Appraisal District,www.gcad.org,Michelle Terry,www.greggcounty.texas.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Grimes,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/grimes.php,Grimes County Appraisal District,www.grimescad.org,Mary Ann Waters,www.grimescountytexas.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Guadalupe,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/guadalupe.php,Guadalupe County Appraisal District,www.guadalupead.org,Daryl John,www.co.guadalupe.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hale,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hale.php,Hale County Appraisal District,www.halecad.org,Israel Flores,www.halecounty.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hall,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hall.php,Hall County Appraisal District,www.hallcad.org,Teresa Altman,www.co.hall.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hamilton,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hamilton.php,Hamilton County Appraisal District,www.hamiltoncad.org,Terry Short,www.co.hamilton.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hansford,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hansford.php,Hansford County Appraisal District,www.hansfordcad.org,Linda Cummings,www.co.hansford.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hardeman,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hardeman.php,Hardeman County Appraisal District,www.hardemancad.org,Jan Evans,www.co.hardeman.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hardin,"LGBS (tx_lgbs, named in prior recon docs - full 45+ county roster not re-extracted this phase)","APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hardin.php,Hardin County Appraisal District,http://hardin-cad.org,Steve Smith,www.co.hardin.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Harris,"LGBS (tx_lgbs, named in prior recon docs - full 45+ county roster not re-extracted this phase) | hctax.net (tx_hctax) - LEGAL_REVIEW_REQUIRED - see claude/harris-hctax-*.md","APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/harris.php,Harris County Appraisal District,www.hcad.org,Annette Ramirez,www.hctax.net,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Harrison,"MVBA (tx_mvba) - BLOCKED, explicit non-commercial-use ToS - see claude/mvba-source-reconnaissance-blocked.md",BLOCKED,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/harrison.php,Harrison County Appraisal District,www.harrisoncad.net,Elizabeth Cook,www.harrisoncountytexas.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hartley,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hartley.php,Hartley County Appraisal District,www.hartleycad.org,Chanze Fowler,www.co.hartley.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Haskell,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/haskell.php,Haskell County Appraisal District,www.haskellcad.com,UNKNOWN,UNKNOWN,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hays,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hays.php,Hays County Appraisal District,www.hayscad.com,Jennifer Escobar,www.hayscountytx.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hemphill,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hemphill.php,Hemphill County Appraisal District,hemphillcad.org,Chris Jackson,www.co.hemphill.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Henderson,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/henderson.php,Henderson County Appraisal District,www.henderson-cad.org,Peggy Goodall,www.henderson-county.com/,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hidalgo,"LGBS (tx_lgbs, named in prior recon docs - full 45+ county roster not re-extracted this phase)","APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hidalgo.php,Hidalgo County Appraisal District,www.hidalgoad.org,Paul Villarreal Jr.,www.hidalgocounty.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hill,"MVBA (tx_mvba) - BLOCKED, explicit non-commercial-use ToS - see claude/mvba-source-reconnaissance-blocked.md",BLOCKED,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hill.php,Hill County Appraisal District,www.hillcad.org,Krystal Hightower,www.hilltax.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hockley,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hockley.php,Hockley County Appraisal District,www.hockleycad.org,Misty Taylor,www.co.hockley.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hood,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hood.php,Hood County Appraisal District,www.hoodcad.net,Andrea Ferguson,www.hoodcounty.texas.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hopkins,RealAuction/RealForeclose (tx_realauction) - see data/tx_realauction_counties.csv,"APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hopkins.php,Hopkins County Appraisal District,www.hopkinscad.com,Chasity Campbell,www.hopkinscountytx.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Houston,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/houston.php,Houston County Appraisal District,www.houstoncad.org,James Angerstein,www.houstoncountytaxoffice.com,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Howard,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/howard.php,Howard County Appraisal District,http://www.howardcad.org,Tiffany Sayles,www.co.howard.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hudspeth,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hudspeth.php,Hudspeth County Appraisal District,www.hudspethcad.org,Patricia Rose,www.co.hudspeth.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hunt,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hunt.php,Hunt County Appraisal District,www.hunt-cad.org,UNKNOWN,UNKNOWN,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Hutchinson,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/hutchinson.php,Hutchinson County Appraisal District,www.hutchinsoncad.org,Carrie Kimmell,www.co.hutchinson.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Irion,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/irion.php,Irion County Appraisal District,www.irioncad.org,Joyce Gray,www.co.irion.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Jack,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/jack.php,Jack County Appraisal District,www.jackcad.org,Trasi Ogle,www.jackcounty.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Jackson,RealAuction/RealForeclose (tx_realauction) - see data/tx_realauction_counties.csv,"APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/jackson.php,Jackson County Appraisal District,www.jacksoncad.org,Monica Foster,www.co.jackson.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Jasper,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/jasper.php,Jasper County Appraisal District,www.jaspercad.org,Joe Hawthorn,www.co.jasper.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Jeff Davis,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/jeffdavis.php,Jeff Davis County Appraisal District,www.jeffdaviscad.org,Sheriff Victor Lopez,www.jeffdaviscounty.texas.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Jefferson,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/jefferson.php,Jefferson County Appraisal District,www.jcad.org,Kate Carroll,www.jeffcotax.com,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Jim Hogg,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/jimhogg.php,Jim Hogg County Appraisal District,www.jimhogg-cad.org,Norma Liza S. Hinojosa,www.jimhoggcountytax.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Jim Wells,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/jimwells.php,Jim Wells County Appraisal District,www.jimwellscad.org,Mary C. Lozano,www.co.jim-wells.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Johnson,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/johnson.php,Johnson County Appraisal District,www.johnsoncad.com,Scott Porter,www.johnsoncountytaxoffice.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Jones,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/jones.php,Jones County Appraisal District,www.jonescad.org,Gloria Little,www.co.jones.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Karnes,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/karnes.php,Karnes County Appraisal District,www.karnescad.org,Tammy Braudaway,www.co.karnes.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Kaufman,RealAuction/RealForeclose (tx_realauction) - see data/tx_realauction_counties.csv,"APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",Texas Comptroller county directory (tx_comptroller_directory) mechanism exists for every county (comptroller.texas.gov/taxes/property-tax/county-directory/<county>.php) but this phase did not extract or verify the per-county entry,DISCOVERED (official government source identified and per-county destination verified Phase 35; no Terms of Use/robots.txt review performed - legal_status intentionally not upgraded to LEGAL_REVIEW_REQUIRED or APPROVED without that review; automated ingestion not authorized by this entry),"UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/kaufman.php,Kaufman Appraisal District,www.kaufman-cad.org,Teressa Floyd,www.kaufmancounty.net/247/Tax-Assessor,SOURCE_NOT_FOUND,OFFICIAL_PUBLIC_SEARCH
TX,Kendall,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/kendall.php,Kendall County Appraisal District,www.kendallad.org,James Hudson,www.co.kendall.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Kenedy,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/kenedy.php,Kenedy County Appraisal District,www.kenedycad.org,Irma Longoria,www.kenedycountytx.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Kent,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/kent.php,Kent County Appraisal District,www.kentcad.org,William D. Scogin,www.co.kent.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Kerr,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/kerr.php,Kerr County Appraisal District,www.kerrcad.org,Bob Reeves,www.co.kerr.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Kimble,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/kimble.php,Kimble County Appraisal District,www.kimblecad.org,Matthew Suttle,www.co.kimble.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
